year,mlbam_id,name_savant,name_human,team,pitch_type,pitch_name,pitches_thrown,pitch_usage_pct,pa_against,ba,slg,woba,whiff_pct,k_pct,put_away_pct,est_ba,est_slg,est_woba,hard_hit_pct,run_value_per_100,snapshot_date
2023,605135,"Bassitt, Chris",Chris Bassitt,TOR,SI,Sinker,1232,39.2,374,0.22,0.335,0.292,14.5,16.6,19.6,0.248,0.401,0.316,38.6,2.2,2026-06-05
2023,656629,"Kopech, Michael",Michael Kopech,CWS,FF,4-Seam Fastball,1496,61.6,370,0.243,0.46,0.395,26.3,21.1,20.6,0.235,0.451,0.391,43.6,-0.8,2026-06-05
2023,676664,"Sears, JP",JP Sears,ATH,FF,4-Seam Fastball,1437,50.1,369,0.256,0.478,0.365,21.8,23.6,17.8,0.243,0.472,0.349,43.5,-0.9,2026-06-05
2023,656756,"Montgomery, Jordan",Jordan Montgomery,TEX,SI,Sinker,1246,42.7,364,0.257,0.379,0.322,14.2,14.8,18.2,0.27,0.426,0.334,42.4,1.0,2026-06-05
2023,657746,"Ryan, Joe",Joe Ryan,MIN,FF,4-Seam Fastball,1526,56.9,357,0.24,0.457,0.316,28.7,33.6,23.2,0.205,0.389,0.276,44.0,0.9,2026-06-05
2023,669194,"Nelson, Ryne",Ryne Nelson,AZ,FF,4-Seam Fastball,1283,54.5,353,0.309,0.555,0.389,16.7,14.4,13.2,0.287,0.56,0.384,47.3,-0.8,2026-06-05
2023,668933,"Ashcraft, Graham",Graham Ashcraft,CIN,FC,Cutter,1231,53.0,352,0.292,0.436,0.367,17.3,11.4,14.3,0.291,0.429,0.36,39.9,0.2,2026-06-05
2023,686610,"Waldichuk, Ken",Ken Waldichuk,ATH,FF,4-Seam Fastball,1386,54.3,346,0.275,0.493,0.394,17.8,15.6,13.6,0.249,0.465,0.366,42.6,-0.6,2026-06-05
2023,605483,"Snell, Blake",Blake Snell,SD,FF,4-Seam Fastball,1539,48.6,343,0.255,0.391,0.369,19.6,18.7,18.4,0.284,0.503,0.404,43.4,0.0,2026-06-05
2023,642547,"Peralta, Freddy",Freddy Peralta,MIL,FF,4-Seam Fastball,1453,51.2,340,0.213,0.387,0.297,29.2,31.5,20.7,0.207,0.365,0.287,43.5,1.1,2026-06-05
2023,669022,"Gore, MacKenzie",MacKenzie Gore,WSH,FF,4-Seam Fastball,1464,59.5,338,0.279,0.503,0.378,21.6,22.2,17.5,0.274,0.518,0.376,46.6,-0.4,2026-06-05
2023,450203,"Morton, Charlie",Charlie Morton,ATL,CU,Curveball,1228,43.2,334,0.177,0.258,0.242,42.0,37.1,26.4,0.187,0.293,0.254,31.6,1.7,2026-06-05
2023,434378,"Verlander, Justin",Justin Verlander,HOU,FF,4-Seam Fastball,1302,50.0,334,0.235,0.417,0.322,18.1,16.5,18.0,0.248,0.469,0.337,50.4,0.7,2026-06-05
2023,663903,"Singer, Brady",Brady Singer,KC,SI,Sinker,1294,49.5,333,0.338,0.56,0.422,11.7,13.2,16.5,0.3,0.526,0.383,49.6,-1.0,2026-06-05
2023,656302,"Cease, Dylan",Dylan Cease,CWS,SL,Slider,1260,38.6,331,0.216,0.339,0.286,43.3,36.0,23.1,0.216,0.329,0.278,43.2,0.4,2026-06-05
2023,592767,"Smyly, Drew",Drew Smyly,CHC,CU,Curveball,1187,49.4,331,0.229,0.399,0.312,36.0,29.9,23.6,0.19,0.312,0.249,24.5,-0.2,2026-06-05
2023,592866,"Williams, Trevor",Trevor Williams,WSH,FF,4-Seam Fastball,1130,43.1,330,0.284,0.565,0.386,16.8,20.0,17.2,0.268,0.544,0.369,41.1,-0.8,2026-06-05
2023,656302,"Cease, Dylan",Dylan Cease,CWS,FF,4-Seam Fastball,1408,43.2,330,0.273,0.436,0.37,20.6,20.9,17.9,0.247,0.405,0.342,40.5,0.0,2026-06-05
2023,571760,"Heaney, Andrew",Andrew Heaney,TEX,FF,4-Seam Fastball,1505,57.8,327,0.236,0.431,0.348,25.6,25.4,17.8,0.211,0.435,0.335,40.2,0.0,2026-06-05
2023,458681,"Lynn, Lance",Lance Lynn,LAD,FF,4-Seam Fastball,1385,43.7,327,0.255,0.52,0.367,31.6,27.5,21.2,0.239,0.494,0.344,46.8,-0.4,2026-06-05
2023,608337,"Giolito, Lucas",Lucas Giolito,CLE,FF,4-Seam Fastball,1336,41.9,325,0.262,0.546,0.381,20.0,24.9,20.5,0.258,0.513,0.367,50.2,-0.7,2026-06-05
2023,670912,"Oviedo, Johan",Johan Oviedo,PIT,SL,Slider,1091,36.6,324,0.21,0.349,0.312,32.7,27.2,23.3,0.223,0.359,0.306,36.6,1.0,2026-06-05
2023,663903,"Singer, Brady",Brady Singer,KC,SL,Slider,1098,42.0,322,0.241,0.397,0.3,33.2,25.2,22.1,0.244,0.401,0.303,49.5,0.4,2026-06-05
2023,554430,"Wheeler, Zack",Zack Wheeler,PHI,FF,4-Seam Fastball,1367,43.3,318,0.201,0.337,0.27,31.2,31.8,23.4,0.196,0.343,0.263,43.4,1.7,2026-06-05
2023,622491,"Castillo, Luis",Luis Castillo,SEA,FF,4-Seam Fastball,1420,44.3,318,0.167,0.387,0.284,32.9,32.7,21.0,0.18,0.431,0.301,47.5,1.5,2026-06-05
2023,669302,"Gilbert, Logan",Logan Gilbert,SEA,FF,4-Seam Fastball,1220,41.8,311,0.281,0.493,0.36,17.7,17.0,16.7,0.268,0.507,0.352,55.3,0.2,2026-06-05
2023,682243,"Miller, Bryce",Bryce Miller,SEA,FF,4-Seam Fastball,1216,58.1,310,0.257,0.451,0.333,27.5,26.1,21.4,0.25,0.467,0.33,40.1,0.4,2026-06-05
2023,666200,"Luzardo, Jesús",Jesús Luzardo,MIA,FF,4-Seam Fastball,1235,41.3,310,0.225,0.386,0.316,20.3,21.3,18.3,0.257,0.49,0.35,44.2,0.8,2026-06-05
2023,669923,"Kirby, George",George Kirby,SEA,FF,4-Seam Fastball,1114,39.4,305,0.231,0.39,0.286,28.1,28.5,21.6,0.244,0.441,0.306,43.4,1.2,2026-06-05
2023,656731,"Megill, Tylor",Tylor Megill,NYM,FF,4-Seam Fastball,1242,55.6,304,0.314,0.494,0.407,18.6,13.8,15.0,0.307,0.547,0.407,48.6,-1.0,2026-06-05
2023,592332,"Gausman, Kevin",Kevin Gausman,TOR,FS,Split-Finger,1176,38.3,303,0.201,0.307,0.266,43.2,41.9,23.9,0.173,0.27,0.236,29.3,0.1,2026-06-05
2023,670912,"Oviedo, Johan",Johan Oviedo,PIT,FF,4-Seam Fastball,1157,38.8,302,0.275,0.465,0.371,18.5,16.2,16.8,0.27,0.47,0.367,47.2,-0.9,2026-06-05
2023,641540,"Dunning, Dane",Dane Dunning,TEX,SI,Sinker,917,34.0,300,0.252,0.361,0.313,8.3,17.0,18.6,0.267,0.421,0.336,46.6,1.4,2026-06-05
2023,693821,"Elder, Bryce",Bryce Elder,ATL,SI,Sinker,1082,38.0,298,0.285,0.418,0.362,13.5,11.7,14.1,0.3,0.451,0.37,45.5,-0.2,2026-06-05
2023,543294,"Hendricks, Kyle",Kyle Hendricks,CHC,CH,Changeup,867,41.1,298,0.18,0.279,0.233,32.4,23.5,18.6,0.204,0.291,0.236,17.8,1.5,2026-06-05
2023,502171,"Cobb, Alex",Alex Cobb,SF,FS,Split-Finger,971,38.7,297,0.239,0.386,0.295,24.6,19.2,17.2,0.273,0.435,0.317,44.5,0.1,2026-06-05
2023,668881,"Greene, Hunter",Hunter Greene,CIN,FF,4-Seam Fastball,1139,54.6,295,0.265,0.518,0.39,25.2,26.8,20.4,0.229,0.445,0.344,50.0,-0.8,2026-06-05
2023,592836,"Walker, Taijuan",Taijuan Walker,PHI,FS,Split-Finger,943,33.2,295,0.205,0.295,0.269,24.4,21.7,18.2,0.231,0.348,0.291,44.9,0.7,2026-06-05
2023,601713,"Pivetta, Nick",Nick Pivetta,BOS,FF,4-Seam Fastball,1205,50.6,290,0.214,0.44,0.331,24.7,28.3,22.5,0.225,0.439,0.332,48.0,0.3,2026-06-05
2023,573186,"Stroman, Marcus",Marcus Stroman,CHC,SI,Sinker,1023,46.4,286,0.246,0.333,0.332,14.8,13.6,21.3,0.292,0.414,0.352,46.9,1.2,2026-06-05
2023,592351,"Gray, Jon",Jon Gray,TEX,FF,4-Seam Fastball,1010,42.2,286,0.343,0.55,0.421,18.0,18.2,17.6,0.309,0.512,0.394,46.7,-1.8,2026-06-05
2023,676440,"Bibee, Tanner",Tanner Bibee,CLE,FF,4-Seam Fastball,1092,46.9,284,0.243,0.348,0.312,19.0,19.0,18.1,0.269,0.438,0.351,48.5,1.0,2026-06-05
2023,605182,"Clevinger, Mike",Mike Clevinger,CWS,FF,4-Seam Fastball,993,47.3,277,0.276,0.48,0.361,17.2,20.6,18.9,0.243,0.463,0.334,43.3,-0.1,2026-06-05
2023,527048,"Pérez, Martín",Martín Pérez,TEX,SI,Sinker,930,41.8,276,0.251,0.406,0.34,10.2,17.0,18.4,0.254,0.426,0.341,40.2,0.4,2026-06-05
2023,675911,"Strider, Spencer",Spencer Strider,ATL,SL,Slider,1048,33.8,273,0.154,0.269,0.223,55.3,50.9,33.2,0.159,0.258,0.221,33.3,1.5,2026-06-05
2023,686613,"Brown, Hunter",Hunter Brown,HOU,FF,4-Seam Fastball,1256,46.2,267,0.271,0.511,0.386,22.3,25.5,20.0,0.226,0.423,0.337,44.9,-0.1,2026-06-05
2023,605400,"Nola, Aaron",Aaron Nola,PHI,CU,Curveball,977,31.6,264,0.221,0.398,0.302,33.3,29.9,22.2,0.217,0.364,0.27,30.4,0.6,2026-06-05
2023,678394,"Bello, Brayan",Brayan Bello,BOS,SI,Sinker,951,36.3,264,0.278,0.435,0.365,16.0,12.5,15.3,0.28,0.429,0.343,51.5,0.7,2026-06-05
2023,656427,"Flaherty, Jack",Jack Flaherty,BAL,FF,4-Seam Fastball,1087,41.3,263,0.291,0.413,0.367,21.0,25.9,20.3,0.244,0.383,0.333,37.8,-0.3,2026-06-05
2023,448179,"Hill, Rich",Rich Hill,SD,CU,Curveball,913,36.1,263,0.283,0.47,0.38,17.7,18.6,16.0,0.281,0.465,0.362,38.5,-1.4,2026-06-05
2023,657006,"Steele, Justin",Justin Steele,CHC,SL,Slider,906,33.8,261,0.214,0.345,0.267,31.5,34.1,20.8,0.198,0.309,0.234,37.2,0.3,2026-06-05
2023,502171,"Cobb, Alex",Alex Cobb,SF,SI,Sinker,988,39.4,260,0.275,0.428,0.356,13.0,19.2,15.7,0.276,0.444,0.354,41.1,0.2,2026-06-05
2023,605288,"Houser, Adrian",Adrian Houser,MIL,SI,Sinker,873,47.0,260,0.296,0.396,0.338,12.9,18.8,21.3,0.284,0.435,0.334,46.6,0.6,2026-06-05
2023,621244,"Berríos, José",José Berríos,TOR,SI,Sinker,926,31.5,259,0.249,0.389,0.337,13.8,18.5,20.5,0.266,0.453,0.348,35.5,0.7,2026-06-05
2023,641154,"López, Pablo",Pablo López,MIN,FF,4-Seam Fastball,1042,34.5,257,0.268,0.468,0.35,31.6,33.5,26.5,0.218,0.389,0.299,44.5,0.3,2026-06-05
2023,477132,"Kershaw, Clayton",Clayton Kershaw,LAD,SL,Slider,879,43.4,254,0.167,0.338,0.265,36.2,31.1,25.6,0.212,0.378,0.283,46.8,1.9,2026-06-05
2023,579328,"Kikuchi, Yusei",Yusei Kikuchi,TOR,SL,Slider,741,26.3,253,0.222,0.391,0.3,30.5,29.6,24.0,0.244,0.454,0.33,41.0,1.1,2026-06-05
2023,671106,"Allen, Logan",Logan Allen,CLE,FF,4-Seam Fastball,960,45.0,253,0.258,0.484,0.366,17.7,17.4,17.1,0.262,0.488,0.364,45.8,-0.5,2026-06-05
2023,665152,"Kremer, Dean",Dean Kremer,BAL,FF,4-Seam Fastball,1071,36.6,253,0.258,0.415,0.329,25.9,26.5,17.9,0.259,0.462,0.336,45.1,0.3,2026-06-05
2023,641927,"Ober, Bailey",Bailey Ober,MIN,FF,4-Seam Fastball,1063,45.7,252,0.232,0.425,0.314,27.7,25.8,18.3,0.206,0.442,0.306,41.8,0.8,2026-06-05
2023,502043,"Gibson, Kyle",Kyle Gibson,BAL,SI,Sinker,792,26.1,251,0.289,0.459,0.371,11.3,15.5,19.0,0.288,0.473,0.372,54.9,-0.3,2026-06-05
2023,571945,"Mikolas, Miles",Miles Mikolas,STL,SI,Sinker,779,24.4,251,0.343,0.545,0.41,8.5,13.1,15.7,0.344,0.6,0.418,44.1,-1.7,2026-06-05
2023,579328,"Kikuchi, Yusei",Yusei Kikuchi,TOR,FF,4-Seam Fastball,1274,45.2,250,0.27,0.412,0.336,26.7,25.6,19.0,0.238,0.41,0.314,46.6,0.1,2026-06-05
2023,641585,"France, J.P.",J.P. France,HOU,FF,4-Seam Fastball,940,42.7,249,0.31,0.484,0.397,10.7,10.4,12.0,0.312,0.585,0.421,50.8,-0.5,2026-06-05
2023,645261,"Alcantara, Sandy",Sandy Alcantara,MIA,SI,Sinker,789,29.0,249,0.23,0.347,0.299,12.6,12.4,18.7,0.284,0.455,0.357,39.6,2.0,2026-06-05
2023,621107,"Eflin, Zach",Zach Eflin,TB,SI,Sinker,832,32.3,247,0.259,0.315,0.296,13.4,24.7,26.0,0.237,0.346,0.276,39.0,1.6,2026-06-05
2023,596295,"Gomber, Austin",Austin Gomber,COL,FF,4-Seam Fastball,966,44.7,245,0.346,0.654,0.465,12.3,8.6,11.4,0.352,0.625,0.446,54.9,-2.1,2026-06-05
2023,592767,"Smyly, Drew",Drew Smyly,CHC,SI,Sinker,924,38.5,244,0.314,0.6,0.427,17.3,15.2,16.0,0.294,0.526,0.39,44.9,-1.5,2026-06-05
2023,673540,"Senga, Kodai",Kodai Senga,NYM,FF,4-Seam Fastball,1033,37.0,244,0.244,0.399,0.338,17.3,25.0,20.2,0.266,0.442,0.354,49.0,-0.3,2026-06-05
2023,657277,"Webb, Logan",Logan Webb,SF,SI,Sinker,1055,33.2,243,0.307,0.478,0.373,11.1,14.8,20.6,0.298,0.497,0.362,51.0,0.2,2026-06-05
2023,672282,"Detmers, Reid",Reid Detmers,LAA,SL,Slider,802,30.9,243,0.236,0.336,0.291,33.8,30.9,23.4,0.247,0.368,0.305,44.1,0.7,2026-06-05
2023,693821,"Elder, Bryce",Bryce Elder,ATL,SL,Slider,1008,35.4,242,0.213,0.4,0.298,33.8,26.4,19.5,0.21,0.383,0.284,42.0,0.1,2026-06-05
2023,608337,"Giolito, Lucas",Lucas Giolito,CLE,CH,Changeup,902,28.3,242,0.209,0.442,0.33,35.2,26.9,21.0,0.213,0.41,0.309,30.5,0.1,2026-06-05
2023,450203,"Morton, Charlie",Charlie Morton,ATL,FF,4-Seam Fastball,920,32.4,242,0.288,0.475,0.4,22.5,17.4,16.1,0.288,0.5,0.393,45.3,-1.5,2026-06-05
2023,671096,"Abbott, Andrew",Andrew Abbott,CIN,FF,4-Seam Fastball,945,49.8,241,0.249,0.459,0.355,19.8,27.0,21.4,0.253,0.47,0.359,51.0,0.0,2026-06-05
2023,453286,"Scherzer, Max",Max Scherzer,TEX,FF,4-Seam Fastball,1142,46.3,240,0.255,0.458,0.34,23.8,18.8,16.9,0.228,0.471,0.33,43.0,0.8,2026-06-05
2023,542881,"Anderson, Tyler",Tyler Anderson,LAA,FF,4-Seam Fastball,910,37.4,240,0.298,0.545,0.408,19.1,11.7,10.5,0.291,0.495,0.398,37.8,-1.1,2026-06-05
2023,596001,"Junis, Jakob",Jakob Junis,SF,SL,Slider,868,62.5,239,0.216,0.369,0.284,32.8,32.2,24.4,0.211,0.366,0.27,31.1,0.9,2026-06-05
2023,593958,"Rodriguez, Eduardo",Eduardo Rodriguez,DET,FF,4-Seam Fastball,1074,45.3,238,0.271,0.416,0.331,21.8,20.6,19.1,0.266,0.457,0.343,44.9,1.1,2026-06-05
2023,571578,"Corbin, Patrick",Patrick Corbin,WSH,SL,Slider,1025,35.1,237,0.233,0.461,0.339,39.9,27.4,19.9,0.261,0.523,0.354,38.7,-0.8,2026-06-05
2023,666129,"Garrett, Braxton",Braxton Garrett,MIA,SI,Sinker,787,31.7,234,0.256,0.377,0.31,10.7,21.4,23.9,0.26,0.393,0.311,48.8,1.1,2026-06-05
2023,596133,"Weaver, Luke",Luke Weaver,NYY,FF,4-Seam Fastball,942,41.7,234,0.307,0.546,0.408,18.4,19.7,15.8,0.281,0.507,0.373,49.1,-1.7,2026-06-05
2023,669302,"Gilbert, Logan",Logan Gilbert,SEA,SL,Slider,867,29.7,233,0.211,0.349,0.273,32.2,22.7,21.7,0.229,0.361,0.275,38.7,1.8,2026-06-05
2023,543475,"Lyles, Jordan",Jordan Lyles,KC,FF,4-Seam Fastball,853,30.3,230,0.225,0.446,0.33,14.7,12.2,15.6,0.252,0.492,0.349,37.4,1.4,2026-06-05
2023,571927,"Matz, Steven",Steven Matz,STL,SI,Sinker,1046,56.1,230,0.24,0.397,0.323,24.7,23.0,16.1,0.224,0.358,0.297,40.8,0.5,2026-06-05
2023,680570,"Rodriguez, Grayson",Grayson Rodriguez,BAL,FF,4-Seam Fastball,1043,49.6,229,0.342,0.535,0.409,24.1,23.6,16.8,0.306,0.496,0.38,50.7,-0.7,2026-06-05
2023,543135,"Eovaldi, Nathan",Nathan Eovaldi,TEX,FF,4-Seam Fastball,830,37.2,228,0.234,0.423,0.333,18.6,24.1,19.2,0.25,0.454,0.343,46.9,0.3,2026-06-05
2023,592351,"Gray, Jon",Jon Gray,TEX,SL,Slider,801,33.5,228,0.194,0.275,0.231,37.0,33.3,27.7,0.194,0.296,0.237,34.5,2.1,2026-06-05
2023,640455,"Manaea, Sean",Sean Manaea,SF,SI,Sinker,883,43.0,227,0.223,0.354,0.299,24.1,28.2,20.6,0.233,0.385,0.301,42.0,1.0,2026-06-05
2023,671737,"Bradley, Taj",Taj Bradley,TB,FF,4-Seam Fastball,817,44.9,226,0.277,0.559,0.398,19.1,23.5,19.6,0.259,0.499,0.368,46.2,-1.1,2026-06-05
2023,572020,"Paxton, James",James Paxton,BOS,FF,4-Seam Fastball,907,53.7,225,0.272,0.5,0.362,21.8,20.4,18.5,0.248,0.456,0.336,44.6,0.1,2026-06-05
2023,621244,"Berríos, José",José Berríos,TOR,SV,Slurve,870,29.6,225,0.216,0.357,0.27,30.5,28.0,21.8,0.25,0.447,0.314,33.1,0.6,2026-06-05
2023,607192,"Glasnow, Tyler",Tyler Glasnow,TB,FF,4-Seam Fastball,826,43.6,225,0.24,0.413,0.337,24.7,26.7,24.2,0.233,0.433,0.332,45.3,0.7,2026-06-05
2023,656234,"Bird, Jake",Jake Bird,COL,SI,Sinker,824,59.2,222,0.32,0.402,0.362,13.5,9.0,14.5,0.304,0.433,0.366,47.5,0.1,2026-06-05
2023,657746,"Ryan, Joe",Joe Ryan,MIN,FS,Split-Finger,730,27.2,220,0.242,0.415,0.308,21.3,21.4,16.8,0.234,0.414,0.295,40.1,-0.6,2026-06-05
2023,657756,"Seabold, Connor",Connor Seabold,COL,FF,4-Seam Fastball,839,53.7,220,0.335,0.603,0.428,18.8,17.7,16.3,0.28,0.518,0.368,48.1,-1.6,2026-06-05
2023,608379,"Wacha, Michael",Michael Wacha,SD,CH,Changeup,766,34.5,219,0.207,0.346,0.26,35.9,32.0,20.8,0.185,0.309,0.233,25.9,1.1,2026-06-05
2023,608337,"Giolito, Lucas",Lucas Giolito,CLE,SL,Slider,901,28.2,218,0.236,0.438,0.319,34.5,25.7,20.1,0.229,0.404,0.295,40.5,-0.4,2026-06-05
2023,668933,"Ashcraft, Graham",Graham Ashcraft,CIN,SL,Slider,868,37.3,217,0.221,0.461,0.31,32.9,31.3,23.1,0.215,0.411,0.29,30.9,-0.9,2026-06-05
2023,669467,"Pallante, Andre",Andre Pallante,STL,FF,4-Seam Fastball,753,66.1,216,0.255,0.324,0.313,13.8,9.7,13.1,0.248,0.315,0.302,43.8,1.4,2026-06-05
2023,665622,"Medina, Luis",Luis Medina,ATH,FF,4-Seam Fastball,805,41.4,214,0.274,0.497,0.389,12.1,11.7,12.4,0.268,0.488,0.378,39.7,-0.4,2026-06-05
2023,680694,"Bradish, Kyle",Kyle Bradish,BAL,SL,Slider,824,31.2,214,0.168,0.272,0.218,36.4,35.0,24.4,0.196,0.361,0.261,35.9,1.5,2026-06-05
2023,656605,"Keller, Mitch",Mitch Keller,PIT,FF,4-Seam Fastball,813,26.1,213,0.172,0.333,0.272,29.6,42.7,25.2,0.174,0.327,0.274,41.2,0.7,2026-06-05
2023,593334,"Germán, Domingo",Domingo Germán,NYY,CU,Curveball,676,40.9,212,0.174,0.344,0.27,39.3,36.8,32.5,0.177,0.324,0.251,35.9,1.4,2026-06-05
2023,640448,"Finnegan, Kyle",Kyle Finnegan,WSH,FF,4-Seam Fastball,773,69.9,211,0.273,0.444,0.353,21.2,19.0,16.3,0.283,0.456,0.353,48.3,-0.5,2026-06-05
2023,672282,"Detmers, Reid",Reid Detmers,LAA,FF,4-Seam Fastball,990,38.1,210,0.293,0.508,0.389,21.5,21.9,17.6,0.291,0.517,0.395,50.4,-0.8,2026-06-05
2023,543859,"Tonkin, Michael",Michael Tonkin,ATL,FF,4-Seam Fastball,785,61.2,209,0.226,0.421,0.303,22.3,23.0,18.7,0.251,0.474,0.334,44.5,1.2,2026-06-05
2023,660261,"Fujinami, Shintaro",Shintaro Fujinami,BAL,FF,4-Seam Fastball,793,56.5,209,0.244,0.387,0.366,25.6,19.6,23.6,0.223,0.399,0.347,43.0,-0.1,2026-06-05
2023,671345,"Foley, Jason",Jason Foley,DET,SI,Sinker,722,69.0,208,0.237,0.323,0.287,15.2,21.6,22.5,0.251,0.368,0.286,42.9,2.3,2026-06-05
2023,628711,"Urías, Julio",Julio Urías,LAD,FF,4-Seam Fastball,832,45.0,208,0.267,0.503,0.35,21.8,19.7,19.4,0.275,0.507,0.357,40.7,-0.4,2026-06-05
2023,657376,"Schmidt, Clarke",Clarke Schmidt,NYY,FC,Cutter,759,28.0,206,0.278,0.455,0.348,22.4,18.0,15.5,0.236,0.391,0.302,34.6,0.2,2026-06-05
2023,661403,"Clase, Emmanuel",Emmanuel Clase,CLE,FC,Cutter,756,67.5,206,0.268,0.376,0.308,25.9,18.0,19.6,0.249,0.373,0.288,37.7,0.7,2026-06-05
2023,543243,"Gray, Sonny",Sonny Gray,MIN,ST,Sweeper,578,20.5,205,0.096,0.117,0.114,41.3,53.2,27.4,0.134,0.197,0.162,33.7,3.6,2026-06-05
2023,448179,"Hill, Rich",Rich Hill,SD,FF,4-Seam Fastball,861,34.0,204,0.249,0.454,0.334,21.9,26.0,23.5,0.262,0.484,0.347,45.5,-0.1,2026-06-05
2023,571945,"Mikolas, Miles",Miles Mikolas,STL,FF,4-Seam Fastball,831,26.0,204,0.287,0.489,0.351,18.9,19.1,14.2,0.276,0.482,0.344,55.3,0.1,2026-06-05
2023,641360,"Bickford, Phil",Phil Bickford,NYM,FF,4-Seam Fastball,872,71.0,204,0.185,0.292,0.287,30.1,27.9,21.1,0.213,0.375,0.323,39.5,1.4,2026-06-05
2023,666214,"Wentz, Joey",Joey Wentz,DET,FF,4-Seam Fastball,803,41.6,204,0.374,0.682,0.479,19.0,17.6,15.7,0.314,0.631,0.433,57.3,-2.6,2026-06-05
2023,607536,"Freeland, Kyle",Kyle Freeland,COL,SI,Sinker,673,27.9,203,0.349,0.532,0.425,9.3,7.4,11.8,0.337,0.61,0.425,52.0,-1.4,2026-06-05
2023,665152,"Kremer, Dean",Dean Kremer,BAL,FC,Cutter,697,23.8,203,0.222,0.416,0.322,27.7,22.7,20.7,0.244,0.465,0.334,38.8,0.1,2026-06-05
2023,605400,"Nola, Aaron",Aaron Nola,PHI,FF,4-Seam Fastball,918,29.7,203,0.243,0.492,0.341,22.2,24.6,19.8,0.206,0.447,0.306,45.3,0.4,2026-06-05
2023,621389,"Blach, Ty",Ty Blach,COL,SI,Sinker,690,54.6,202,0.322,0.561,0.407,10.6,15.8,17.9,0.329,0.584,0.415,46.7,-1.6,2026-06-05
2023,542881,"Anderson, Tyler",Tyler Anderson,LAA,CH,Changeup,823,33.9,202,0.238,0.381,0.284,39.8,29.7,22.5,0.216,0.353,0.263,24.2,0.3,2026-06-05
2023,656605,"Keller, Mitch",Mitch Keller,PIT,SI,Sinker,712,22.8,201,0.261,0.364,0.316,11.4,18.9,27.3,0.233,0.356,0.289,35.1,1.5,2026-06-05
2023,666200,"Luzardo, Jesús",Jesús Luzardo,MIA,SL,Slider,863,28.9,201,0.233,0.389,0.292,51.8,52.7,30.1,0.165,0.293,0.214,43.7,-0.4,2026-06-05
2023,518876,"Kelly, Merrill",Merrill Kelly,AZ,FF,4-Seam Fastball,822,29.3,201,0.221,0.488,0.347,26.0,27.4,23.0,0.226,0.438,0.332,52.9,0.0,2026-06-05
2023,642545,"Barria, Jaime",Jaime Barria,LAA,SL,Slider,684,50.7,200,0.242,0.452,0.333,26.0,20.0,20.5,0.249,0.44,0.317,32.7,-0.2,2026-06-05
2023,666205,"Muller, Kyle",Kyle Muller,ATH,FF,4-Seam Fastball,749,51.5,200,0.392,0.643,0.478,16.1,11.5,12.5,0.348,0.626,0.451,62.0,-2.5,2026-06-05
2023,641154,"López, Pablo",Pablo López,MIN,CH,Changeup,638,21.1,200,0.257,0.41,0.335,28.4,22.5,21.0,0.223,0.342,0.285,36.0,-0.2,2026-06-05
2023,489119,"Miley, Wade",Wade Miley,MIL,FC,Cutter,829,44.3,198,0.232,0.446,0.332,17.7,10.6,13.4,0.267,0.464,0.347,32.3,0.3,2026-06-05
